customerid,risk_score,risk_band,churn_probability,tenure_months,contract,internet_service,monthly_charges
4782-OSFXZ,5,Low,0.0483,71,Two year,DSL,82.7
2682-KEVRP,5,Low,0.0483,22,One year,No,20.05
1215-EXRMO,5,Low,0.0482,50,Two year,No,20.55
9795-NREXC,5,Low,0.0482,64,Two year,DSL,85.0
4872-JCVCA,5,Low,0.0482,71,Two year,DSL,47.6
2773-MADBQ,5,Low,0.048,36,Two year,DSL,53.1
0254-WWRKD,5,Low,0.048,67,One year,DSL,50.55
9702-AIUJO,5,Low,0.048,50,One year,DSL,44.8
0114-IGABW,5,Low,0.0478,71,Two year,DSL,58.25
5965-GGPRW,5,Low,0.0478,72,Two year,Fiber optic,105.25
2580-ATZSQ,5,Low,0.0477,65,One year,DSL,61.35
0378-CJKPV,5,Low,0.0477,72,Two year,Fiber optic,112.1
2088-IEBAU,5,Low,0.0476,68,Two year,DSL,88.15
7975-JMZNT,5,Low,0.0475,66,Two year,DSL,91.7
4530-NDRKU,5,Low,0.0475,42,One year,No,19.05
7340-KEFQE,5,Low,0.0474,51,Two year,DSL,34.2
6848-YLDFR,5,Low,0.0473,58,One year,DSL,75.2
4458-KVRBJ,5,Low,0.0471,59,Two year,No,25.0
1439-LCGVL,5,Low,0.047,26,One year,No,19.2
5567-GZKQY,5,Low,0.047,58,Two year,No,20.3
2927-CVULT,5,Low,0.047,53,Two year,Fiber optic,104.05
1619-YWUBB,5,Low,0.047,68,Two year,No,24.95
2516-XSJKX,5,Low,0.0469,41,Two year,DSL,78.45
5699-BNCAS,5,Low,0.0469,71,Two year,No,24.65
8966-OIQHG,5,Low,0.0468,22,One year,No,20.75
2606-PKWJB,5,Low,0.0468,40,One year,DSL,40.25
7996-MHXLW,5,Low,0.0467,66,Two year,No,25.15
9397-TZSHA,5,Low,0.0467,69,Two year,No,24.6
5093-FEGLU,5,Low,0.0467,47,Two year,No,19.65
3057-VJJQE,5,Low,0.0466,35,Two year,DSL,55.25
5995-WWKKG,5,Low,0.0466,37,One year,No,19.8
8908-SLFCJ,5,Low,0.0465,21,Two year,No,20.85
6729-FZWSY,5,Low,0.0464,67,One year,No,19.45
3813-DHBBB,5,Low,0.0464,67,Two year,DSL,50.95
6244-BESBM,5,Low,0.0463,69,Two year,Fiber optic,95.2
5321-NTRKC,5,Low,0.0462,66,Two year,DSL,79.85
2146-EGVDT,5,Low,0.0462,59,Two year,No,19.3
5126-RCXYW,5,Low,0.0462,54,Two year,DSL,46.0
0909-SELIE,5,Low,0.0461,61,Two year,DSL,80.8
4057-FKCZK,5,Low,0.0461,58,Two year,Fiber optic,82.5
6242-SGYTS,5,Low,0.046,62,One year,Fiber optic,94.95
5039-LZRQT,5,Low,0.0456,13,One year,No,20.2
4703-MQYKT,5,Low,0.0456,21,Two year,No,19.6
2428-HYUNX,5,Low,0.0456,44,Two year,No,19.35
2550-AEVRU,5,Low,0.0456,57,One year,DSL,53.45
1096-ADRUX,5,Low,0.0456,66,One year,Fiber optic,74.25
3230-IUALN,5,Low,0.0454,45,Two year,DSL,81.0
4355-CVPVS,5,Low,0.0454,56,One year,Fiber optic,88.9
8480-PPONV,5,Low,0.0453,62,Two year,Fiber optic,115.55
3399-BMLVW,5,Low,0.0453,51,Two year,DSL,60.5
7973-DZRKH,5,Low,0.0452,66,Two year,Fiber optic,90.95
2056-EVGZL,5,Low,0.0452,68,One year,Fiber optic,105.75
2987-BJXIK,5,Low,0.0452,70,Two year,DSL,84.7
5906-DVAPM,5,Low,0.0451,55,One year,DSL,75.0
5803-NQJZO,5,Low,0.0451,72,Two year,DSL,67.8
5821-MMEIL,5,Low,0.0451,57,Two year,No,19.9
2330-PQGDQ,4,Low,0.045,51,One year,Fiber optic,84.2
7607-QKKTJ,4,Low,0.0449,45,One year,Fiber optic,95.0
2452-MRMZF,4,Low,0.0448,72,Two year,No,25.7
8039-EQPIM,4,Low,0.0447,69,Two year,DSL,60.25
7416-CKTEP,4,Low,0.0447,57,Two year,No,19.6
0945-TSONX,4,Low,0.0446,47,Two year,DSL,85.3
5312-IRCFR,4,Low,0.0445,64,One year,Fiber optic,92.85
3148-AOIQT,4,Low,0.0444,69,Two year,No,24.95
9640-ZSLDC,4,Low,0.0443,53,One year,DSL,60.6
0397-ZXWQF,4,Low,0.0441,67,Two year,No,20.5
1657-DYMBM,4,Low,0.0441,53,Two year,No,19.9
1265-ZFOSD,4,Low,0.044,64,Two year,DSL,81.3
1599-MMYRQ,4,Low,0.044,62,One year,Fiber optic,81.45
3865-ZFZIB,4,Low,0.044,19,Two year,No,19.65
4291-YZODP,4,Low,0.0439,7,One year,No,20.05
5310-NOOVA,4,Low,0.0439,46,Two year,No,19.95
1573-LGXBA,4,Low,0.0439,57,One year,Fiber optic,97.55
9777-IQHWP,4,Low,0.0439,64,Two year,Fiber optic,93.4
4807-IZYOZ,4,Low,0.0438,51,Two year,No,20.65
7527-QNRUS,4,Low,0.0438,17,Two year,No,25.15
7921-BEPCI,4,Low,0.0437,72,Two year,DSL,59.75
2030-BTZRO,4,Low,0.0437,6,Two year,No,20.4
7493-GVFIO,4,Low,0.0436,57,Two year,No,20.55
8146-QQKZH,4,Low,0.0436,71,Two year,DSL,81.85
9867-JCZSP,4,Low,0.0436,17,One year,No,20.75
1830-GGFNM,4,Low,0.0435,65,Two year,Fiber optic,94.55
1955-IBMMB,4,Low,0.0435,59,Two year,No,20.2
1093-YSWCA,4,Low,0.0434,11,Two year,No,19.55
3948-KXDUF,4,Low,0.0434,66,Two year,DSL,68.75
5816-JMLGY,4,Low,0.0434,70,Two year,DSL,80.4
4774-HHGGS,4,Low,0.0434,30,Two year,No,19.05
8821-KVZKQ,4,Low,0.0433,70,One year,DSL,58.4
3617-XLSGQ,4,Low,0.0433,66,Two year,Fiber optic,109.25
3166-PNEOF,4,Low,0.0432,61,Two year,DSL,86.45
4056-QHXHZ,4,Low,0.0432,72,Two year,Fiber optic,107.45
8374-UULRV,4,Low,0.0431,72,Two year,DSL,86.05
5887-IKKYO,4,Low,0.0431,58,Two year,Fiber optic,94.35
9769-TSBZE,4,Low,0.0431,70,Two year,DSL,66.0
9617-UDPEU,4,Low,0.0431,22,One year,No,19.25
3812-LRZIR,4,Low,0.043,27,Two year,No,24.5
3423-HHXAO,4,Low,0.043,14,One year,No,19.5
1133-KXCGE,4,Low,0.043,18,One year,No,20.1
3712-PKXZA,4,Low,0.0429,61,One year,No,20.55
2961-VNFKL,4,Low,0.0427,71,Two year,No,25.95
8628-MFKAX,4,Low,0.0426,72,Two year,Fiber optic,116.75
9110-HSGTV,4,Low,0.0425,69,Two year,DSL,82.45
3243-ZHOHY,4,Low,0.0425,16,One year,No,20.1
0214-JHPFW,4,Low,0.0425,70,Two year,DSL,57.8
9227-UAQFT,4,Low,0.0425,16,Two year,No,19.75
0019-GFNTW,4,Low,0.0425,56,Two year,DSL,45.05
5696-EXCYS,4,Low,0.0424,17,Two year,No,19.45
0229-LFJAF,4,Low,0.0424,72,Two year,DSL,69.65
5375-XLDOF,4,Low,0.0424,69,Two year,Fiber optic,114.35
6867-ACCZI,4,Low,0.0424,24,Two year,DSL,52.5
7722-VJRQD,4,Low,0.0422,72,Two year,DSL,60.95
4877-TSOFF,4,Low,0.0422,55,One year,DSL,75.75
6425-JWTDV,4,Low,0.0422,48,Two year,No,19.25
4537-CIBHB,4,Low,0.0421,9,One year,No,20.25
5696-CEIQJ,4,Low,0.0421,67,Two year,Fiber optic,103.15
0674-GCDXG,4,Low,0.0421,63,Two year,DSL,71.9
1240-HCBOH,4,Low,0.042,67,Two year,No,26.1
0827-ITJPH,4,Low,0.0419,36,Two year,No,18.55
8780-YRMTT,4,Low,0.0418,66,Two year,DSL,47.4
5495-GPSRW,4,Low,0.0418,20,Two year,No,19.7
6427-FEFIG,4,Low,0.0418,24,Two year,DSL,78.6
5177-RVZNU,4,Low,0.0417,37,One year,No,20.3
5376-PCKNB,4,Low,0.0416,72,One year,Fiber optic,104.45
1017-FBQMM,4,Low,0.0416,62,One year,Fiber optic,106.05
0057-QBUQH,4,Low,0.0416,43,Two year,No,25.1
1402-PTHGN,4,Low,0.0415,18,One year,DSL,61.5
1459-QNFQT,4,Low,0.0413,70,Two year,DSL,59.5
5993-JSUWV,4,Low,0.0412,66,Two year,DSL,61.15
5161-UBZXI,4,Low,0.0412,69,Two year,Fiber optic,106.35
6050-IJRHS,4,Low,0.041,70,One year,Fiber optic,106.5
9086-YJYXS,4,Low,0.0409,34,One year,DSL,77.2
0428-AXXLJ,4,Low,0.0409,25,One year,No,19.5
1832-PEUTS,4,Low,0.0409,62,Two year,Fiber optic,89.1
0277-ORXQS,4,Low,0.0408,66,Two year,DSL,50.55
3970-XGJDU,4,Low,0.0408,62,Two year,No,19.2
5598-IKHQQ,4,Low,0.0407,72,Two year,No,25.45
9108-EQPNQ,4,Low,0.0407,10,Two year,No,26.1
2990-OGYTD,4,Low,0.0405,67,Two year,DSL,86.15
5494-WOZRZ,4,Low,0.0404,71,Two year,DSL,82.0
4578-PHJYZ,4,Low,0.0404,52,One year,DSL,68.75
6188-UXBBR,4,Low,0.0404,38,One year,No,20.25
3525-DVKFN,4,Low,0.0403,17,Two year,No,19.4
5605-XNWEN,4,Low,0.0403,72,Two year,No,25.0
3170-NMYVV,4,Low,0.0403,50,Two year,No,20.15
7996-BPXHY,4,Low,0.0403,13,Two year,No,25.0
3315-IKYZQ,4,Low,0.0402,28,One year,DSL,50.8
3021-VLNRJ,4,Low,0.0402,50,One year,DSL,70.8
5149-QYTTU,4,Low,0.0401,71,One year,Fiber optic,95.15
1303-SRDOK,4,Low,0.0401,55,Two year,Fiber optic,69.05
7696-AMHOD,4,Low,0.0401,49,One year,DSL,78.0
2162-FRZAA,4,Low,0.0401,63,Two year,DSL,39.35
0602-DDUML,4,Low,0.04,57,Two year,DSL,69.75
0020-JDNXP,4,Low,0.04,34,One year,DSL,61.25
7609-NRNCA,4,Low,0.04,17,One year,No,19.55
3594-BDSOA,4,Low,0.04,24,One year,No,20.4
4893-GYUJU,4,Low,0.04,50,One year,No,19.35
7297-DVYGA,4,Low,0.0399,51,One year,No,19.85
9531-NSBMR,4,Low,0.0399,36,One year,No,19.25
6625-FLENO,4,Low,0.0399,58,Two year,No,20.75
7435-ZNUYY,4,Low,0.0398,6,One year,No,20.6
8050-XGRVL,4,Low,0.0398,62,One year,DSL,54.75
1448-CYWKC,4,Low,0.0397,58,One year,Fiber optic,105.2
7602-MVRMB,4,Low,0.0397,72,Two year,Fiber optic,110.45
7515-LODFU,4,Low,0.0396,69,Two year,No,20.3
1834-ABKHQ,4,Low,0.0396,52,One year,DSL,50.95
5063-IUOKK,4,Low,0.0396,13,Two year,No,19.75
2121-JAFOM,4,Low,0.0394,72,Two year,Fiber optic,115.55
0839-QNXME,4,Low,0.0394,30,Two year,No,19.4
6164-HAQTX,4,Low,0.0394,71,Two year,DSL,53.95
2817-LVCPP,4,Low,0.0392,50,Two year,No,19.4
3727-OVPRY,4,Low,0.0392,66,One year,No,25.7
7401-JIXNM,4,Low,0.0391,54,Two year,DSL,91.3
8544-JNBOX,4,Low,0.0391,72,Two year,No,20.8
7337-CINUD,4,Low,0.0391,8,Two year,No,19.5
4685-TFLLS,4,Low,0.039,18,One year,No,19.8
5394-MEITZ,4,Low,0.039,60,Two year,DSL,80.6
3911-RSNHI,4,Low,0.0389,71,Two year,DSL,61.4
1084-MNSMJ,4,Low,0.0389,51,Two year,DSL,85.5
7711-YIJWC,4,Low,0.0389,61,One year,DSL,84.9
5795-BKOYE,4,Low,0.0388,69,One year,DSL,59.1
2205-LPVGL,4,Low,0.0388,58,One year,Fiber optic,89.85
9732-OUYRN,4,Low,0.0388,49,One year,No,19.0
4698-KVLLG,4,Low,0.0387,51,Two year,No,19.6
0307-BCOPK,4,Low,0.0387,16,One year,No,19.05
1930-QPBVZ,4,Low,0.0386,68,Two year,Fiber optic,95.1
1790-NESIO,4,Low,0.0386,13,Two year,No,20.4
8174-LNWMW,4,Low,0.0386,31,Two year,No,20.9
5666-MBJPT,4,Low,0.0386,65,Two year,No,25.1
3938-YFPXD,4,Low,0.0386,72,Two year,DSL,84.3
7114-AEOZE,4,Low,0.0386,60,Two year,No,19.85
4086-ATNFV,4,Low,0.0385,34,One year,DSL,60.8
3571-DPYUH,4,Low,0.0385,58,One year,Fiber optic,94.7
3884-UEBXB,4,Low,0.0385,67,Two year,DSL,36.15
8612-GXIDD,4,Low,0.0384,12,Two year,No,25.4
2550-QHZGP,4,Low,0.0383,7,One year,No,19.5
9625-QNLUX,4,Low,0.0383,68,Two year,Fiber optic,103.25
7503-MIOGA,4,Low,0.0382,72,Two year,DSL,89.85
3071-MVJCD,4,Low,0.0381,72,Two year,DSL,82.3
5197-PYEPU,4,Low,0.0381,42,One year,Fiber optic,94.45
5214-NLTIT,4,Low,0.0381,72,Two year,Fiber optic,90.8
9372-TXXPS,4,Low,0.038,60,Two year,DSL,59.85
7472-EQOAV,4,Low,0.038,71,One year,Fiber optic,86.7
8390-FESFV,4,Low,0.038,62,Two year,DSL,84.5
9548-LERKT,4,Low,0.0379,24,Two year,No,19.75
8540-ZQGEA,4,Low,0.0379,54,Two year,No,20.05
9239-GZHZE,4,Low,0.0379,72,Two year,Fiber optic,113.65
3511-BFTJW,4,Low,0.0379,72,Two year,DSL,38.5
6723-CEGQI,4,Low,0.0379,65,Two year,DSL,45.25
3569-VLDHH,4,Low,0.0378,66,One year,DSL,75.1
5095-ETBRJ,4,Low,0.0377,55,Two year,DSL,56.8
0859-YGKFW,4,Low,0.0376,18,One year,No,20.05
4994-OBRSZ,4,Low,0.0375,14,Two year,DSL,76.1
1627-AFWVJ,4,Low,0.0375,29,Two year,No,19.4
0556-FJEGU,4,Low,0.0375,58,Two year,DSL,70.1
9953-ZMKSM,4,Low,0.0373,63,Two year,No,25.25
2868-LLSKM,4,Low,0.0373,68,One year,Fiber optic,83.65
5893-PYOLZ,4,Low,0.0372,56,Two year,DSL,81.8
9711-FJTBX,4,Low,0.0371,56,One year,Fiber optic,85.85
0036-IHMOT,4,Low,0.0371,55,One year,Fiber optic,103.7
8181-YHCMF,4,Low,0.0371,68,Two year,DSL,60.3
1429-UYJSV,4,Low,0.0371,12,One year,No,19.7
3274-NSDWE,4,Low,0.037,68,Two year,No,19.6
5208-FVQKB,4,Low,0.037,70,Two year,DSL,67.95
0795-LAFGP,4,Low,0.037,71,Two year,DSL,90.4
6064-PUPMC,4,Low,0.037,23,One year,DSL,57.2
8561-NMTBD,4,Low,0.0369,67,One year,Fiber optic,112.35
5840-NVDCG,4,Low,0.0369,16,Two year,DSL,68.25
0562-KBDVM,4,Low,0.0369,70,Two year,DSL,44.6
4304-XUMGI,4,Low,0.0368,50,Two year,DSL,75.15
8207-VVMYB,4,Low,0.0367,70,Two year,No,26.0
6614-YOLAC,4,Low,0.0366,71,Two year,DSL,58.65
1245-HARPS,4,Low,0.0366,14,Two year,No,20.4
3441-CGZJH,4,Low,0.0365,43,One year,DSL,60.4
5312-TSZVC,4,Low,0.0365,15,One year,No,19.65
2251-PYLPB,4,Low,0.0365,72,Two year,DSL,79.55
4000-VGMQP,4,Low,0.0364,38,One year,DSL,78.95
3704-IEAXF,4,Low,0.0364,72,Two year,DSL,53.65
8218-FFJDS,4,Low,0.0363,72,Two year,DSL,86.4
0197-PNKNK,4,Low,0.0363,69,One year,Fiber optic,84.45
1676-MQAOA,4,Low,0.0362,72,Two year,DSL,75.1
6732-VAILE,4,Low,0.0361,70,Two year,DSL,85.95
7609-YBPXG,4,Low,0.0361,54,Two year,DSL,87.1
8125-QPFJD,4,Low,0.0361,72,Two year,DSL,84.9
7771-CFQRQ,4,Low,0.0361,47,Two year,DSL,63.8
1716-LSAMB,4,Low,0.0361,45,Two year,DSL,54.65
6519-ZHPXP,4,Low,0.036,72,Two year,Fiber optic,108.3
6549-BTYPG,4,Low,0.036,60,Two year,DSL,60.8
4334-HOWRP,4,Low,0.036,72,Two year,DSL,64.95
8747-UDCOI,4,Low,0.036,65,Two year,No,19.35
0361-HJRDX,4,Low,0.036,68,Two year,DSL,64.35
3301-VKTGC,4,Low,0.0359,68,One year,Fiber optic,85.5
2830-LEWOA,4,Low,0.0359,61,One year,Fiber optic,103.9
4425-OWHWB,4,Low,0.0359,20,One year,No,19.35
6447-EGDIV,4,Low,0.0359,31,One year,No,20.95
1053-MXTTK,4,Low,0.0356,72,Two year,Fiber optic,108.65
4378-BZYFP,4,Low,0.0356,17,One year,No,20.5
0572-ZJKLT,4,Low,0.0355,46,Two year,Fiber optic,99.65
5456-ITGIC,4,Low,0.0355,72,Two year,DSL,64.45
7606-BPHHN,4,Low,0.0354,72,Two year,No,19.8
3407-JMJQQ,4,Low,0.0353,71,Two year,Fiber optic,109.0
5296-PSYVW,4,Low,0.0353,72,Two year,No,24.55
5397-NSKQG,4,Low,0.0353,67,Two year,DSL,50.9
5930-GBIWP,4,Low,0.0353,69,Two year,DSL,81.5
3891-NLXJB,4,Low,0.0351,37,Two year,DSL,40.55
0298-XACET,4,Low,0.035,52,Two year,DSL,50.2
5451-YHYPW,3,Low,0.0349,72,Two year,Fiber optic,115.75
6100-FJZDG,3,Low,0.0349,26,One year,No,20.05
6096-EGVTU,3,Low,0.0348,64,One year,No,24.9
4452-ROHMO,3,Low,0.0348,15,Two year,No,19.6
8191-XWSZG,3,Low,0.0347,52,One year,No,20.65
3612-YUNGG,3,Low,0.0347,64,Two year,Fiber optic,109.2
2234-XADUH,3,Low,0.0346,72,One year,Fiber optic,103.2
2862-JVEOY,3,Low,0.0345,6,One year,No,19.15
1926-QUZNN,3,Low,0.0344,72,Two year,No,25.25
6603-YRDCJ,3,Low,0.0344,33,Two year,DSL,61.05
1642-HMARX,3,Low,0.0343,68,Two year,DSL,91.7
2405-LBMUW,3,Low,0.0341,61,One year,DSL,50.7
6741-QRLUP,3,Low,0.0341,63,Two year,DSL,80.3
3392-EHMNK,3,Low,0.0341,67,Two year,Fiber optic,94.1
6746-WAUWT,3,Low,0.034,19,One year,No,19.7
3721-WKIIL,3,Low,0.034,27,Two year,No,19.6
6508-NJYRO,3,Low,0.0339,15,One year,No,18.8
1298-PHBTI,3,Low,0.0339,71,Two year,Fiber optic,84.8
8046-DNVTL,3,Low,0.0338,62,Two year,DSL,38.6
6265-SXWBU,3,Low,0.0338,69,One year,Fiber optic,95.75
5469-NUJUR,3,Low,0.0338,19,Two year,No,19.95
4565-NLZBV,3,Low,0.0336,71,Two year,No,24.65
1293-HHSHJ,3,Low,0.0336,35,One year,No,21.1
5485-ITNPC,3,Low,0.0335,66,Two year,DSL,85.9
5248-KWLAR,3,Low,0.0335,71,Two year,DSL,90.35
8204-YJCLA,3,Low,0.0334,72,Two year,DSL,64.8
8661-BOYNW,3,Low,0.0334,72,Two year,DSL,84.4
2274-XUATA,3,Low,0.0334,72,Two year,DSL,63.1
3549-ZTMNH,3,Low,0.0334,12,Two year,No,24.0
2226-ICFDO,3,Low,0.0333,72,Two year,DSL,85.9
0757-WCUUZ,3,Low,0.0332,54,Two year,DSL,63.35
7898-PDWQE,3,Low,0.0331,71,Two year,DSL,80.4
4451-RWASJ,3,Low,0.033,15,One year,No,19.5
4785-FCIFB,3,Low,0.033,61,Two year,No,24.4
1985-MBRYP,3,Low,0.033,43,Two year,No,19.65
8766-PAFNE,3,Low,0.033,71,Two year,DSL,79.1
8882-TLVRW,3,Low,0.033,69,Two year,DSL,39.1
8883-ANODQ,3,Low,0.0329,68,Two year,Fiber optic,84.4
3078-ZKNTS,3,Low,0.0329,13,Two year,No,19.75
8414-OOEEL,3,Low,0.0329,66,Two year,DSL,79.5
0862-PRCBS,3,Low,0.0328,68,Two year,Fiber optic,103.75
8966-SNIZF,3,Low,0.0328,70,Two year,No,19.45
3470-OBUET,3,Low,0.0328,67,Two year,DSL,74.0
2263-SFSQZ,3,Low,0.0328,51,Two year,No,24.95
3398-GCPMU,3,Low,0.0328,72,Two year,DSL,89.55
2400-XIWIO,3,Low,0.0326,71,Two year,DSL,90.1
5148-HKFIR,3,Low,0.0324,20,Two year,No,19.7
8999-YPYBV,3,Low,0.0324,45,Two year,DSL,84.35
8232-UTFOZ,3,Low,0.0323,69,Two year,No,19.95
2320-TZRRH,3,Low,0.0323,20,One year,No,19.5
0064-SUDOG,3,Low,0.0322,12,Two year,No,20.3
3778-FOAQW,3,Low,0.0322,24,One year,No,20.15
8901-UPRHR,3,Low,0.0322,72,Two year,Fiber optic,109.2
0336-KXKFK,3,Low,0.0322,72,Two year,DSL,61.2
6139-ZZRBQ,3,Low,0.0321,64,Two year,No,20.05
6484-LATFU,3,Low,0.0321,68,Two year,No,24.55
6203-HBZPA,3,Low,0.0321,52,Two year,DSL,63.9
2333-KWEWW,3,Low,0.032,18,Two year,No,20.05
3873-WOSBC,3,Low,0.032,67,Two year,No,25.6
6134-KWTBV,3,Low,0.032,62,Two year,No,23.4
6229-UOLQL,3,Low,0.032,56,One year,DSL,52.0
1635-NZATJ,3,Low,0.0319,71,Two year,No,25.45
8510-BBWMU,3,Low,0.0319,41,One year,No,19.75
0230-WEQUW,3,Low,0.0319,66,Two year,DSL,56.6
3662-FXJFO,3,Low,0.0319,54,Two year,No,20.5
4825-FUREZ,3,Low,0.0318,42,Two year,No,20.25
7765-LWVVH,3,Low,0.0318,72,Two year,Fiber optic,95.1
7244-KXYZN,3,Low,0.0318,24,One year,No,20.45
0795-XCCTE,3,Low,0.0318,72,Two year,No,25.4
2789-CZANW,3,Low,0.0318,64,Two year,Fiber optic,110.3
8277-RVRSV,3,Low,0.0318,33,One year,No,24.15
0253-ZTEOB,3,Low,0.0318,48,Two year,DSL,79.65
9087-EYCPR,3,Low,0.0318,60,Two year,No,25.0
4012-YCFAI,3,Low,0.0317,60,Two year,DSL,61.35
0042-JVWOJ,3,Low,0.0317,26,One year,No,19.6
2560-WBWXF,3,Low,0.0317,68,Two year,No,24.15
3454-JFUBC,3,Low,0.0317,68,Two year,No,20.0
0020-INWCK,3,Low,0.0317,71,Two year,Fiber optic,95.75
9717-IOAAF,3,Low,0.0316,27,Two year,No,25.85
0129-QMPDR,3,Low,0.0316,44,One year,No,20.5
1087-GRUYI,3,Low,0.0315,38,Two year,No,20.4
0436-TWFFZ,3,Low,0.0314,67,Two year,DSL,85.25
7665-VIGUD,3,Low,0.0314,10,One year,No,20.35
8213-TAZPM,3,Low,0.0313,69,One year,Fiber optic,108.75
2097-YVPKN,3,Low,0.0313,65,Two year,No,25.75
8097-OMULG,3,Low,0.0313,59,One year,DSL,76.75
8690-UPCZI,3,Low,0.0312,29,One year,DSL,69.05
0885-HMGPY,3,Low,0.0312,62,Two year,DSL,69.4
1705-GUHPV,3,Low,0.0312,63,Two year,No,24.2
3178-CIFOT,3,Low,0.0311,23,One year,No,19.65
6736-DHUQI,3,Low,0.031,67,One year,Fiber optic,84.8
3720-DBRWL,3,Low,0.031,51,Two year,DSL,83.85
9648-BCHKM,3,Low,0.031,18,Two year,No,24.65
3146-MSEGF,3,Low,0.0309,72,Two year,DSL,88.05
1407-DIGZV,3,Low,0.0309,3,Two year,No,19.1
9646-NMHXE,3,Low,0.0308,47,Two year,No,19.65
7319-ZNRTR,3,Low,0.0308,25,One year,No,19.6
7009-PCARS,3,Low,0.0308,55,One year,No,19.1
6916-HIJSE,3,Low,0.0307,65,Two year,DSL,84.85
7963-SHNDT,3,Low,0.0307,52,Two year,DSL,39.1
1333-PBMXB,3,Low,0.0306,54,One year,No,24.75
8092-NLTGF,3,Low,0.0305,72,Two year,No,24.75
6418-HNFED,3,Low,0.0305,51,Two year,DSL,83.25
7017-VFHAY,3,Low,0.0305,61,Two year,Fiber optic,115.1
7255-SSFBC,3,Low,0.0304,72,Two year,Fiber optic,112.25
5197-YPYBZ,3,Low,0.0304,12,Two year,No,25.25
2703-AMTUL,3,Low,0.0304,36,One year,DSL,53.65
4114-QMKVN,3,Low,0.0304,56,One year,DSL,68.75
8060-HIWJJ,3,Low,0.0303,64,Two year,DSL,86.55
9798-OPFEM,3,Low,0.0303,46,Two year,No,21.1
5003-OKNNK,3,Low,0.0302,15,One year,No,20.35
6631-HMANX,3,Low,0.0302,72,Two year,DSL,85.45
7157-SMCFK,3,Low,0.0302,61,Two year,No,19.75
3768-VHXQO,3,Low,0.0301,67,Two year,No,24.85
7596-IIWYC,3,Low,0.0301,27,Two year,No,20.25
9220-CXRSC,3,Low,0.03,69,Two year,DSL,61.4
1767-CJKBA,3,Low,0.03,66,Two year,No,25.1
9805-FILKB,3,Low,0.0299,46,One year,No,20.2
5876-QMYLD,3,Low,0.0297,23,One year,No,20.05
2176-OSJUV,3,Low,0.0296,71,Two year,DSL,65.15
6199-IPCAO,3,Low,0.0296,29,Two year,No,26.1
7399-QHBJS,3,Low,0.0295,72,Two year,DSL,66.75
0739-UUAJR,3,Low,0.0295,72,Two year,DSL,53.8
0374-FIUCA,3,Low,0.0295,65,Two year,No,20.4
1335-MXCSE,3,Low,0.0294,55,Two year,DSL,55.25
0383-CLDDA,3,Low,0.0293,69,Two year,DSL,85.35
4884-LEVMQ,3,Low,0.0293,39,Two year,No,20.45
6698-OXETB,3,Low,0.0292,11,Two year,No,20.4
0301-KOBTQ,3,Low,0.0291,32,Two year,No,20.05
8468-FZTOE,3,Low,0.0291,72,Two year,DSL,74.35
1960-UOTYM,3,Low,0.0291,52,Two year,DSL,79.2
1328-EUZHC,3,Low,0.029,18,Two year,No,20.1
5529-GIBVH,3,Low,0.0289,47,Two year,No,20.15
5201-CBWYG,3,Low,0.0288,62,One year,No,24.8
8571-ZCMCX,3,Low,0.0288,47,Two year,DSL,60.0
3082-YVEKW,3,Low,0.0287,23,Two year,DSL,77.15
1069-QJOEE,3,Low,0.0287,25,One year,No,19.9
8717-VCTXJ,3,Low,0.0286,42,One year,No,19.55
6061-PQHMK,3,Low,0.0286,25,One year,No,19.9
1945-XISKS,3,Low,0.0286,67,Two year,No,19.65
1150-FTQGN,3,Low,0.0284,60,One year,Fiber optic,94.15
4707-YNOQA,3,Low,0.0283,34,One year,No,25.6
1085-LDWAM,3,Low,0.0283,69,One year,No,20.35
8915-NNTRC,3,Low,0.0283,72,Two year,Fiber optic,107.7
5787-KXGIY,3,Low,0.0282,72,Two year,No,19.3
4933-BSAIP,3,Low,0.0282,40,Two year,No,19.1
3910-MRQOY,3,Low,0.0282,72,Two year,No,19.4
4632-XJMEX,3,Low,0.0281,53,One year,DSL,62.85
6072-NUQCB,3,Low,0.0281,22,One year,No,20.25
1177-XZBJL,3,Low,0.0281,53,One year,DSL,64.15
0362-RAOQO,3,Low,0.0281,40,Two year,No,19.65
3654-ARMGP,3,Low,0.028,61,Two year,DSL,88.65
7169-YWAMK,3,Low,0.028,72,Two year,DSL,68.4
0318-ZOPWS,3,Low,0.0279,49,Two year,No,20.15
3523-BRGUW,3,Low,0.0278,26,One year,No,19.3
0626-QXNGV,3,Low,0.0278,72,Two year,No,24.15
0567-XRHCU,3,Low,0.0278,69,Two year,DSL,43.95
6339-RZCBJ,3,Low,0.0277,48,Two year,DSL,78.9
7242-EDTYC,3,Low,0.0277,44,Two year,No,19.55
5982-PSMKW,3,Low,0.0276,23,Two year,DSL,91.1
9481-WHGWY,3,Low,0.0276,70,Two year,DSL,75.35
3027-YNWZU,3,Low,0.0276,64,Two year,No,25.0
6283-GITPX,3,Low,0.0276,71,Two year,DSL,76.9
4006-HKYHO,3,Low,0.0275,63,Two year,DSL,86.7
3882-IYOIJ,3,Low,0.0273,60,Two year,Fiber optic,115.25
2725-IWWBA,3,Low,0.0273,46,One year,DSL,56.9
3635-QQRQD,3,Low,0.0272,62,Two year,No,20.05
